gt_uid,image_id,fold,source_group,coarse,class_name,category_id,gt_bbox_xyxy,gt_short_edge,size_bin,m3_proposal_uid,m3_score,m3_bbox_xyxy,iou
i1725-gt,1725,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[246.0, 500.0, 317.0, 556.0]",56.0,small,m3-f1-i1725-p177906,0.1663,"[246.24, 501.26, 317.65, 556.47]",0.9574
i3809-gt,3809,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[598.0, 620.0, 667.0, 693.0]",69.0,small,m3-f0-i3809-p371130,0.1653,"[597.39, 620.04, 666.67, 689.33]",0.9368
i3953-gt,3953,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[912.0, 165.0, 988.0, 245.0]",76.0,small,m3-f1-i3953-p418817,0.1649,"[904.53, 161.12, 988.6, 242.8]",0.8406
i3755-gt,3755,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[406.0, 592.0, 489.0, 671.0]",79.0,small,m3-f0-i3755-p357919,0.1644,"[410.64, 594.07, 490.92, 671.56]",0.8931
i3815-gt,3815,0,mar20-airport-proxy-018,aircraft,aircraft,15,"[349.0, 132.0, 437.0, 199.0]",67.0,small,m3-f0-i3815-p372618,0.1637,"[351.71, 136.5, 427.98, 193.97]",0.7434
i4349-gt,4349,1,mar20-airport-proxy-016,aircraft,aircraft,15,"[533.0, 545.0, 627.0, 635.0]",90.0,small,m3-f1-i4349-p473709,0.1633,"[538.06, 544.53, 626.0, 630.47]",0.8841
i1802-gt,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[349.0, 552.0, 403.0, 610.0]",54.0,small,m3-f0-i1802-p177024,0.1622,"[346.48, 548.44, 416.8, 614.84]",0.6708
i2721-gt,2721,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[296.0, 423.0, 387.0, 512.0]",89.0,small,m3-f2-i2721-p267027,0.1619,"[298.24, 429.83, 386.91, 515.48]",0.8666
i3721-gt,3721,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[218.0, 477.0, 274.0, 523.0]",46.0,small,m3-f0-i3721-p349517,0.1604,"[223.35, 480.1, 271.96, 524.58]",0.786
i2969-gt,2969,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[426.0, 193.0, 504.0, 293.0]",78.0,small,m3-f1-i2969-p324610,0.1604,"[425.98, 192.04, 502.93, 293.51]",0.9719
i1961-gt,1961,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[329.0, 601.0, 442.0, 715.0]",113.0,medium,m3-f2-i1961-p192643,0.1598,"[329.0, 597.31, 442.87, 715.97]",0.9534
i3814-gt,3814,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[670.0, 228.0, 750.0, 303.0]",75.0,small,m3-f0-i3814-p372309,0.1559,"[672.58, 226.46, 749.29, 299.32]",0.8942
i2007-gt,2007,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[541.0, 446.0, 747.0, 624.0]",178.0,medium,m3-f2-i2007-p196833,0.1556,"[551.9, 452.69, 731.69, 627.0]",0.8278
i3767-gt,3767,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[735.0, 46.0, 785.0, 94.0]",48.0,small,m3-f0-i3767-p361216,0.1555,"[737.01, 39.72, 787.99, 95.43]",0.7844
i3689-gt,3689,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[164.0, 455.0, 211.0, 507.0]",47.0,small,m3-f0-i3689-p343811,0.155,"[162.26, 454.74, 210.6, 505.42]",0.9232
i1487-gt,1487,2,mar20-airport-proxy-009,aircraft,aircraft,10,"[443.0, 425.0, 513.0, 501.0]",70.0,small,m3-f2-i1487-p144610,0.1531,"[443.05, 421.58, 515.9, 502.19]",0.9047
i2677-gt,2677,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[142.0, 586.0, 244.0, 661.0]",75.0,small,m3-f2-i2677-p262219,0.1515,"[142.09, 587.74, 244.04, 653.66]",0.8778
i1961-gt,1961,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[675.0, 593.0, 791.0, 720.0]",116.0,medium,m3-f2-i1961-p192645,0.1495,"[674.8, 599.02, 790.04, 718.16]",0.9289
i1327-gt,1327,1,mar20-airport-proxy-049,aircraft,aircraft,16,"[525.0, 485.0, 594.0, 556.0]",69.0,small,m3-f1-i1327-p137407,0.1493,"[523.02, 477.47, 596.51, 556.91]",0.8392
i3886-gt,3886,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[445.0, 265.0, 524.0, 341.0]",76.0,small,m3-f0-i3886-p384319,0.147,"[447.74, 267.2, 524.79, 343.87]",0.8957
i3811-gt,3811,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[496.0, 225.0, 565.0, 292.0]",67.0,small,m3-f0-i3811-p371416,0.1462,"[496.73, 226.05, 562.65, 291.14]",0.9281
i1616-gt,1616,1,mar20-airport-proxy-034,aircraft,aircraft,13,"[2.0, 2.0, 286.0, 315.0]",284.0,large,m3-f1-i1616-p167706,0.1448,"[0.0, 0.29, 296.68, 319.04]",0.94
i1828-gt,1828,0,mar20-airport-proxy-032,aircraft,aircraft,19,"[568.0, 239.0, 780.0, 588.0]",212.0,medium,m3-f0-i1828-p179703,0.1445,"[551.56, 230.08, 789.84, 605.08]",0.828
i2012-gt,2012,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[663.0, 12.0, 772.0, 128.0]",109.0,medium,m3-f0-i2012-p194707,0.1432,"[659.74, 12.78, 776.1, 130.0]",0.9152
i1602-gt,1602,1,mar20-airport-proxy-057,aircraft,aircraft,19,"[70.0, 78.0, 162.0, 140.0]",62.0,small,m3-f1-i1602-p166812,0.1412,"[76.56, 80.64, 156.84, 135.77]",0.7758
i2317-gt,2317,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[490.0, 287.0, 554.0, 353.0]",64.0,small,m3-f0-i2317-p222005,0.141,"[489.46, 285.7, 555.63, 351.74]",0.931
i1961-gt,1961,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[507.0, 672.0, 616.0, 794.0]",109.0,medium,m3-f2-i1961-p192647,0.1409,"[501.81, 675.59, 617.72, 799.41]",0.8754
i3767-gt,3767,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[477.0, 348.0, 531.0, 398.0]",50.0,small,m3-f0-i3767-p361219,0.1406,"[480.15, 346.29, 530.0, 397.46]",0.8853
i2286-gt,2286,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[564.0, 290.0, 736.0, 452.0]",162.0,medium,m3-f0-i2286-p219608,0.1387,"[557.71, 285.55, 739.16, 456.64]",0.8976
i1802-gt,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[343.0, 214.0, 397.0, 272.0]",54.0,small,m3-f0-i1802-p177025,0.1384,"[342.68, 212.26, 415.53, 275.63]",0.6783
i3809-gt,3809,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[618.0, 548.0, 688.0, 617.0]",69.0,small,m3-f0-i3809-p371132,0.1373,"[617.94, 549.05, 686.74, 615.8]",0.9493
i3891-gt,3891,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[72.0, 11.0, 189.0, 129.0]",117.0,medium,m3-f0-i3891-p385812,0.1372,"[71.78, 11.72, 188.57, 127.93]",0.9794
i1835-gt,1835,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[177.0, 472.0, 222.0, 527.0]",45.0,small,m3-f1-i1835-p191706,0.137,"[180.98, 472.22, 224.23, 529.61]",0.8294
i1972-gt,1972,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[219.0, 208.0, 292.0, 276.0]",68.0,small,m3-f0-i1972-p190822,0.1362,"[219.24, 202.76, 293.26, 276.93]",0.8985
i3375-gt,3375,1,mar20-airport-proxy-017,aircraft,aircraft,17,"[455.0, 388.0, 547.0, 478.0]",90.0,small,m3-f1-i3375-p371109,0.1343,"[451.54, 383.79, 546.9, 475.59]",0.8959
i3431-gt,3431,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[46.0, 87.0, 212.0, 232.0]",145.0,medium,m3-f0-i3431-p319204,0.1331,"[42.14, 81.74, 211.77, 233.11]",0.9349
i2544-gt,2544,2,mar20-airport-proxy-005,aircraft,aircraft,19,"[318.0, 228.0, 383.0, 277.0]",49.0,small,m3-f2-i2544-p247812,0.1328,"[323.46, 228.47, 378.49, 275.05]",0.8048
i2313-gt,2313,1,mar20-airport-proxy-038,aircraft,aircraft,16,"[132.0, 153.0, 218.0, 257.0]",86.0,small,m3-f1-i2313-p247805,0.132,"[137.26, 155.3, 214.5, 254.08]",0.8531
i3786-gt,3786,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[237.0, 720.0, 303.0, 795.0]",66.0,small,m3-f0-i3786-p365115,0.1311,"[235.74, 723.95, 303.32, 790.11]",0.8639
i1805-gt,1805,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[23.0, 188.0, 193.0, 339.0]",151.0,medium,m3-f2-i1805-p175834,0.13,"[23.44, 183.06, 194.53, 343.12]",0.9327
i1382-gt,1382,0,mar20-airport-proxy-036,aircraft,aircraft,8,"[139.0, 141.0, 227.0, 207.0]",66.0,small,m3-f0-i1382-p135909,0.1298,"[134.01, 138.45, 228.88, 207.64]",0.8848
i1411-gt,1411,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[438.0, 235.0, 545.0, 306.0]",71.0,small,m3-f0-i1411-p139219,0.1294,"[442.09, 234.4, 545.41, 309.35]",0.9094
i1802-gt,1802,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[350.0, 627.0, 405.0, 687.0]",55.0,small,m3-f0-i1802-p177027,0.1271,"[347.9, 626.59, 417.33, 689.82]",0.7516
i3786-gt,3786,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[281.0, 652.0, 349.0, 722.0]",68.0,small,m3-f0-i3786-p365117,0.1262,"[280.27, 653.05, 347.85, 720.39]",0.936
i3768-gt,3768,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[299.0, 625.0, 344.0, 650.0]",25.0,tiny,m3-f0-i3768-p361533,0.1255,"[303.1, 623.73, 350.02, 652.05]",0.7143
i1794-gt,1794,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[206.0, 457.0, 265.0, 506.0]",49.0,small,m3-f1-i1794-p186602,0.1245,"[205.19, 459.15, 264.29, 501.79]",0.8496
i3689-gt,3689,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[207.0, 418.0, 256.0, 466.0]",48.0,small,m3-f0-i3689-p343812,0.1232,"[207.59, 415.65, 256.47, 467.16]",0.9125
i3774-gt,3774,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[324.0, 397.0, 464.0, 530.0]",133.0,medium,m3-f0-i3774-p362728,0.1227,"[324.12, 397.41, 462.6, 530.71]",0.9809
i4079-gt,4079,1,mar20-airport-proxy-049,aircraft,aircraft,7,"[328.0, 590.0, 459.0, 703.0]",113.0,medium,m3-f1-i4079-p450614,0.1221,"[337.07, 586.38, 466.73, 702.63]",0.8507
i4072-gt,4072,1,mar20-airport-proxy-049,aircraft,aircraft,14,"[427.0, 555.0, 499.0, 624.0]",69.0,small,m3-f1-i4072-p448815,0.1213,"[424.83, 552.51, 500.01, 622.1]",0.8999
i1670-gt,1670,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[493.0, 118.0, 589.0, 209.0]",91.0,small,m3-f2-i1670-p165608,0.1212,"[492.7, 119.43, 581.52, 206.15]",0.8761
i2025-gt,2025,0,mar20-airport-proxy-026,aircraft,aircraft,4,"[149.0, 399.0, 238.0, 518.0]",89.0,small,m3-f0-i2025-p196508,0.1197,"[146.68, 397.66, 239.45, 531.25]",0.8545
i1815-gt,1815,0,mar20-airport-proxy-036,aircraft,aircraft,8,"[333.0, 107.0, 416.0, 204.0]",83.0,small,m3-f0-i1815-p177915,0.1182,"[330.64, 108.54, 414.67, 199.07]",0.8946
i3760-gt,3760,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[565.0, 82.0, 673.0, 186.0]",104.0,medium,m3-f0-i3760-p359127,0.1178,"[564.94, 84.62, 672.56, 189.01]",0.9431
i2443-gt,2443,2,mar20-airport-proxy-051,aircraft,aircraft,7,"[16.0, 13.0, 425.0, 477.0]",409.0,large,m3-f2-i2443-p236120,0.1174,"[23.54, 12.5, 415.92, 478.12]",0.9562
i3689-gt,3689,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[111.0, 495.0, 159.0, 547.0]",48.0,small,m3-f0-i3689-p343813,0.1172,"[111.44, 491.48, 159.85, 546.8]",0.909
i3887-gt,3887,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[147.0, 535.0, 291.0, 675.0]",140.0,medium,m3-f0-i3887-p384615,0.116,"[150.28, 529.5, 288.39, 673.29]",0.9129
i3734-gt,3734,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[408.0, 544.0, 498.0, 632.0]",88.0,small,m3-f0-i3734-p352508,0.1147,"[406.13, 543.82, 497.78, 629.61]",0.9493
i1961-gt,1961,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[214.0, 595.0, 327.0, 720.0]",113.0,medium,m3-f2-i1961-p192652,0.1122,"[212.74, 598.83, 326.32, 718.36]",0.9405
i3760-gt,3760,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[668.0, 4.0, 777.0, 103.0]",99.0,medium,m3-f0-i3760-p359128,0.1122,"[667.82, 3.32, 773.58, 105.76]",0.9356
i3541-gt,3541,2,mar20-airport-proxy-013,aircraft,aircraft,8,"[221.0, 595.0, 329.0, 678.0]",83.0,small,m3-f2-i3541-p344125,0.1105,"[218.16, 598.49, 328.71, 676.51]",0.915
i1446-gt,1446,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[332.0, 294.0, 415.0, 389.0]",83.0,small,m3-f2-i1446-p140720,0.1097,"[339.5, 296.34, 417.14, 394.29]",0.8237
i1961-gt,1961,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[96.0, 597.0, 210.0, 715.0]",114.0,medium,m3-f2-i1961-p192653,0.108,"[96.97, 596.09, 210.84, 717.19]",0.9593
i3541-gt,3541,2,mar20-airport-proxy-013,aircraft,aircraft,8,"[250.0, 285.0, 366.0, 368.0]",83.0,small,m3-f2-i3541-p344126,0.108,"[250.2, 291.38, 361.13, 369.56]",0.8673
i3811-gt,3811,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[429.0, 382.0, 495.0, 451.0]",66.0,small,m3-f0-i3811-p371417,0.1071,"[427.22, 383.67, 492.31, 451.49]",0.9059
i3589-gt,3589,1,mar20-airport-proxy-016,aircraft,aircraft,15,"[152.0, 650.0, 228.0, 709.0]",59.0,small,m3-f1-i3589-p392123,0.1067,"[152.83, 650.95, 223.14, 710.77]",0.8857
i1676-gt,1676,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[314.0, 130.0, 416.0, 204.0]",74.0,small,m3-f2-i1676-p165920,0.1065,"[310.06, 130.83, 413.38, 203.54]",0.9222
i3708-gt,3708,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[567.0, 363.0, 644.0, 434.0]",71.0,small,m3-f0-i3708-p346813,0.1061,"[570.61, 363.7, 645.02, 434.35]",0.9272
i3776-gt,3776,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[279.0, 679.0, 388.0, 793.0]",109.0,medium,m3-f0-i3776-p363307,0.1056,"[276.03, 677.0, 391.16, 792.53]",0.9268
i1761-gt,1761,0,mar20-airport-proxy-037,aircraft,aircraft,12,"[190.0, 624.0, 282.0, 706.0]",82.0,small,m3-f0-i1761-p172810,0.105,"[185.69, 626.86, 267.82, 709.86]",0.7509
i4360-gt,4360,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[283.0, 1.0, 470.0, 122.0]",121.0,medium,m3-f1-i4360-p475507,0.105,"[281.79, 0.05, 469.78, 122.61]",0.9798
i3658-gt,3658,1,mar20-airport-proxy-035,aircraft,aircraft,8,"[106.0, 171.0, 167.0, 213.0]",42.0,small,m3-f1-i3658-p403216,0.1028,"[107.76, 170.37, 168.99, 212.24]",0.9107
i4350-gt,4350,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[281.0, 477.0, 408.0, 531.0]",54.0,small,m3-f2-i4350-p395706,0.1023,"[288.28, 475.9, 391.41, 533.47]",0.7707
i1734-gt,1734,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[357.0, 533.0, 440.0, 594.0]",61.0,small,m3-f1-i1734-p179406,0.1013,"[354.77, 530.27, 441.56, 593.27]",0.9048
i3744-gt,3744,1,mar20-airport-proxy-016,aircraft,aircraft,15,"[602.0, 568.0, 645.0, 614.0]",43.0,small,m3-f1-i3744-p409225,0.1002,"[602.86, 573.8, 645.58, 613.7]",0.8401
i1968-gt,1968,0,mar20-airport-proxy-045,aircraft,aircraft,10,"[584.0, 667.0, 731.0, 800.0]",133.0,medium,m3-f0-i1968-p189911,0.0983,"[573.05, 667.29, 723.83, 799.9]",0.8829
i3815-gt,3815,0,mar20-airport-proxy-018,aircraft,aircraft,15,"[260.0, 294.0, 346.0, 360.0]",66.0,small,m3-f0-i3815-p372624,0.0964,"[263.7, 297.92, 338.26, 355.2]",0.7524
i4072-gt,4072,1,mar20-airport-proxy-049,aircraft,aircraft,14,"[655.0, 551.0, 720.0, 616.0]",65.0,small,m3-f1-i4072-p448816,0.0959,"[652.9, 551.45, 712.88, 616.35]",0.8526
i3661-gt,3661,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[203.0, 42.0, 331.0, 155.0]",113.0,medium,m3-f2-i3661-p353441,0.0944,"[205.52, 42.33, 336.67, 159.23]",0.9029
i2476-gt,2476,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[52.0, 199.0, 179.0, 251.0]",52.0,small,m3-f2-i2476-p240009,0.093,"[58.94, 197.02, 165.28, 253.76]",0.778
i2721-gt,2721,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[706.0, 304.0, 788.0, 386.0]",82.0,small,m3-f2-i2721-p267039,0.092,"[704.25, 304.22, 786.38, 387.96]",0.9352
i2286-gt,2286,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[348.0, 309.0, 518.0, 477.0]",168.0,medium,m3-f0-i2286-p219611,0.0916,"[336.13, 304.15, 516.21, 479.05]",0.8888
i3012-gt,3012,1,mar20-airport-proxy-017,aircraft,aircraft,14,"[639.0, 400.0, 776.0, 552.0]",137.0,medium,m3-f1-i3012-p329706,0.0914,"[633.2, 402.73, 779.3, 556.64]",0.8946
i1597-gt,1597,0,mar20-airport-proxy-036,aircraft,aircraft,16,"[516.0, 205.0, 615.0, 305.0]",99.0,medium,m3-f0-i1597-p155727,0.0912,"[513.16, 204.74, 610.28, 299.95]",0.878
i2721-gt,2721,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[708.0, 667.0, 794.0, 750.0]",83.0,small,m3-f2-i2721-p267041,0.0906,"[704.96, 666.19, 794.26, 752.56]",0.9253
i2351-gt,2351,2,mar20-airport-proxy-005,aircraft,aircraft,19,"[264.0, 363.0, 390.0, 465.0]",102.0,medium,m3-f2-i2351-p227101,0.0903,"[265.82, 366.97, 387.3, 454.13]",0.8239
i1736-gt,1736,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[514.0, 121.0, 643.0, 300.0]",129.0,medium,m3-f2-i1736-p170742,0.0898,"[514.6, 123.05, 646.34, 303.52]",0.941
i4072-gt,4072,1,mar20-airport-proxy-049,aircraft,aircraft,14,"[705.0, 617.0, 774.0, 684.0]",67.0,small,m3-f1-i4072-p448817,0.0896,"[708.37, 614.83, 770.07, 681.63]",0.8383
i3689-gt,3689,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[354.0, 297.0, 400.0, 348.0]",46.0,small,m3-f0-i3689-p343818,0.0895,"[351.66, 297.06, 399.9, 345.13]",0.8975
i3767-gt,3767,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[563.0, 251.0, 612.0, 301.0]",49.0,small,m3-f0-i3767-p361230,0.0893,"[563.11, 248.49, 613.45, 299.56]",0.8969
i3812-gt,3812,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[113.0, 9.0, 212.0, 102.0]",93.0,small,m3-f0-i3812-p371713,0.089,"[115.45, 9.47, 213.06, 97.07]",0.9094
i3889-gt,3889,0,mar20-airport-proxy-018,aircraft,aircraft,23,"[215.0, 530.0, 239.0, 544.0]",14.0,tiny,m3-f0-i3889-p385248,0.0887,"[210.99, 527.88, 242.19, 544.94]",0.6311
i1876-gt,1876,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[96.0, 281.0, 162.0, 328.0]",47.0,small,m3-f1-i1876-p195326,0.088,"[94.7, 281.46, 160.96, 328.31]",0.9499
i2662-gt,2662,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[349.0, 409.0, 436.0, 521.0]",87.0,small,m3-f2-i2662-p261009,0.088,"[346.63, 406.2, 438.92, 519.58]",0.9087
i2656-gt,2656,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[108.0, 168.0, 252.0, 251.0]",83.0,small,m3-f0-i2656-p250210,0.0879,"[103.52, 174.54, 251.17, 257.1]",0.8296
i2394-gt,2394,0,mar20-airport-proxy-018,aircraft,aircraft,20,"[664.0, 75.0, 717.0, 133.0]",53.0,small,m3-f0-i2394-p228323,0.0874,"[661.61, 76.24, 712.38, 129.48]",0.8047
i2255-gt,2255,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[555.0, 70.0, 623.0, 141.0]",68.0,small,m3-f0-i2255-p216312,0.0873,"[553.14, 69.64, 625.27, 143.43]",0.9072
i3273-gt,3273,0,mar20-airport-proxy-045,aircraft,aircraft,17,"[599.0, 617.0, 755.0, 786.0]",156.0,medium,m3-f0-i3273-p305104,0.0873,"[600.93, 623.88, 753.76, 787.06]",0.9341
i3658-gt,3658,1,mar20-airport-proxy-035,aircraft,aircraft,8,"[107.0, 226.0, 170.0, 271.0]",45.0,small,m3-f1-i3658-p403218,0.0871,"[107.69, 227.5, 167.31, 268.98]",0.8723
i2993-gt,2993,1,mar20-airport-proxy-030,aircraft,aircraft,21,"[23.0, 429.0, 260.0, 666.0]",237.0,medium,m3-f1-i2993-p327604,0.0857,"[24.12, 425.2, 247.56, 672.46]",0.9058
i1966-gt,1966,1,mar20-airport-proxy-035,aircraft,aircraft,8,"[582.0, 209.0, 660.0, 300.0]",78.0,small,m3-f1-i1966-p206412,0.0856,"[591.65, 209.01, 652.1, 293.33]",0.7182
i1681-gt,1681,0,mar20-airport-proxy-041,aircraft,aircraft,15,"[147.0, 177.0, 289.0, 288.0]",111.0,medium,m3-f0-i1681-p165033,0.0839,"[148.24, 174.41, 286.52, 293.95]",0.906
i1725-gt,1725,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[219.0, 426.0, 284.0, 477.0]",51.0,small,m3-f1-i1725-p177908,0.0834,"[213.36, 424.26, 285.55, 478.59]",0.8451
i1961-gt,1961,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[562.0, 590.0, 675.0, 718.0]",113.0,medium,m3-f2-i1961-p192660,0.083,"[560.35, 597.07, 673.24, 718.55]",0.9135
i3902-gt,3902,2,mar20-airport-proxy-021,aircraft,aircraft,15,"[54.0, 82.0, 111.0, 124.0]",42.0,small,m3-f2-i3902-p367217,0.0828,"[57.67, 79.27, 113.92, 123.85]",0.8362
i3431-gt,3431,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[353.0, 430.0, 512.0, 584.0]",154.0,medium,m3-f0-i3431-p319209,0.0823,"[349.85, 427.15, 513.43, 594.73]",0.8933
i3718-gt,3718,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[124.0, 225.0, 199.0, 314.0]",75.0,small,m3-f2-i3718-p357017,0.0823,"[127.17, 226.86, 197.83, 312.21]",0.9034
i3789-gt,3789,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[474.0, 495.0, 547.0, 564.0]",69.0,small,m3-f0-i3789-p366009,0.0821,"[477.71, 494.82, 549.63, 566.89]",0.8789
i3012-gt,3012,1,mar20-airport-proxy-017,aircraft,aircraft,14,"[41.0, 312.0, 187.0, 462.0]",146.0,medium,m3-f1-i3012-p329707,0.0809,"[37.11, 307.23, 183.01, 464.65]",0.9039
i2473-gt,2473,1,mar20-airport-proxy-038,aircraft,aircraft,18,"[112.0, 436.0, 187.0, 500.0]",64.0,small,m3-f1-i2473-p267615,0.0804,"[115.97, 443.38, 186.38, 498.8]",0.8129
i3689-gt,3689,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[305.0, 339.0, 349.0, 388.0]",44.0,small,m3-f0-i3689-p343820,0.0802,"[302.53, 336.76, 350.6, 385.9]",0.8406
i1736-gt,1736,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[109.0, 164.0, 225.0, 355.0]",116.0,medium,m3-f2-i1736-p170744,0.0795,"[99.02, 169.48, 224.41, 359.81]",0.87
i3815-gt,3815,0,mar20-airport-proxy-018,aircraft,aircraft,15,"[289.0, 246.0, 377.0, 307.0]",61.0,small,m3-f0-i3815-p372626,0.0793,"[291.24, 248.95, 367.36, 306.13]",0.8108
i1925-gt,1925,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[240.0, 312.0, 356.0, 404.0]",92.0,small,m3-f1-i1925-p201017,0.0785,"[237.4, 315.54, 360.26, 405.17]",0.8984
i3723-gt,3723,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[33.0, 715.0, 89.0, 771.0]",56.0,small,m3-f0-i3723-p349818,0.0782,"[33.59, 714.97, 89.94, 769.41]",0.9453
i3723-gt,3723,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[465.0, 23.0, 521.0, 77.0]",54.0,small,m3-f0-i3723-p349819,0.0779,"[467.26, 22.71, 520.24, 76.66]",0.9353
i3776-gt,3776,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[91.0, 154.0, 197.0, 256.0]",102.0,medium,m3-f0-i3776-p363310,0.0779,"[89.45, 150.93, 198.44, 258.45]",0.9227
i3481-gt,3481,0,mar20-airport-proxy-046,aircraft,aircraft,14,"[104.0, 425.0, 199.0, 520.0]",95.0,small,m3-f0-i3481-p324023,0.0776,"[107.4, 427.2, 198.27, 524.37]",0.8951
i3938-gt,3938,0,mar20-airport-proxy-006,aircraft,aircraft,18,"[416.0, 264.0, 443.0, 297.0]",27.0,tiny,m3-f0-i3938-p395713,0.0775,"[414.92, 265.43, 444.6, 296.46]",0.8601
i3718-gt,3718,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[243.0, 154.0, 316.0, 246.0]",73.0,small,m3-f2-i3718-p357018,0.0772,"[246.31, 159.59, 308.76, 245.09]",0.795
i3693-gt,3693,0,mar20-airport-proxy-018,aircraft,aircraft,9,"[202.0, 227.0, 278.0, 302.0]",75.0,small,m3-f0-i3693-p344409,0.076,"[200.61, 225.68, 275.95, 300.88]",0.9257
i1961-gt,1961,2,mar20-airport-proxy-051,aircraft,aircraft,17,"[442.0, 599.0, 556.0, 712.0]",113.0,medium,m3-f2-i1961-p192663,0.0756,"[444.58, 597.71, 557.76, 717.14]",0.9117
i1706-gt,1706,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[456.0, 528.0, 557.0, 663.0]",101.0,medium,m3-f0-i1706-p168027,0.0756,"[455.13, 526.17, 559.72, 665.23]",0.9375
i3871-gt,3871,2,mar20-airport-proxy-040,aircraft,aircraft,4,"[436.0, 436.0, 480.0, 476.0]",40.0,small,m3-f2-i3871-p363022,0.0753,"[437.23, 435.62, 481.59, 478.25]",0.8816
i3658-gt,3658,1,mar20-airport-proxy-035,aircraft,aircraft,8,"[104.0, 277.0, 166.0, 318.0]",41.0,small,m3-f1-i3658-p403222,0.0733,"[104.3, 276.72, 164.65, 320.15]",0.9203
